Years,Infected,infection,population total,Recovered,recovery,recovery rate,Susceptible,transmission rate
73.5,13.3294142728,0.24043980959,1000,926.542960044,1.33294142728,0.1,60.1276256829,0.3
73.75,13.0562888684,0.235277651095,1000,926.876195401,1.30562888684,0.1,60.0675157305,0.3
74,12.7887010594,0.230229983452,1000,927.202602623,1.27887010594,0.1,60.0086963177,0.3
74.25,12.5265410288,0.225294120053,1000,927.522320149,1.25265410288,0.1,59.9511388219,0.3
74.5,12.2697010331,0.220467443119,1000,927.835483675,1.22697010331,0.1,59.8948152919,0.3
74.75,12.0180753681,0.215747401724,1000,928.142226201,1.20180753681,0.1,59.8396984311,0.3
75,11.7715603343,0.211131509874,1000,928.442678085,1.17715603343,0.1,59.7857615806,0.3
75.25,11.5300542034,0.206617344654,1000,928.736967093,1.15300542034,0.1,59.7329787032,0.3
75.5,11.2934571845,0.202202544436,1000,929.025218448,1.12934571845,0.1,59.681324367,0.3
75.75,11.061671391,0.19788480714,1000,929.307554878,1.1061671391,0.1,59.6307737309,0.3
76,10.834600808,0.193661888557,1000,929.584096663,1.0834600808,0.1,59.5813025291,0.3
76.25,10.6121512599,0.189531600717,1000,929.854961683,1.06121512599,0.1,59.532887057,0.3
76.5,10.3942303786,0.185491810318,1000,930.120265465,1.03942303786,0.1,59.4855041568,0.3
76.75,10.1807475717,0.181540437202,1000,930.380121224,1.01807475717,0.1,59.4391312042,0.3
77,9.97161399173,0.177675452875,1000,930.634639913,0.997161399173,0.1,59.3937460949,0.3
77.25,9.76674250516,0.173894879078,1000,930.883930263,0.976674250516,0.1,59.3493272317,0.3
77.5,9.5660476623,0.170196786405,1000,931.128098826,0.95660476623,0.1,59.3058535119,0.3
77.75,9.36944566734,0.166579292955,1000,931.367250017,0.936944566734,0.1,59.2633043153,0.3
78,9.1768543489,0.163040563038,1000,931.601486159,0.91768543489,0.1,59.2216594921,0.3
78.25,8.98819313094,0.15957880591,1000,931.830907518,0.898819313094,0.1,59.1808993513,0.3
78.5,8.80338300414,0.156192274555,1000,932.055612346,0.880338300414,0.1,59.1410046499,0.3
78.75,8.62234649767,0.1528792645,1000,932.275696921,0.862234649767,0.1,59.1019565812,0.3
79,8.44500765136,0.14963811267,1000,932.491255584,0.844500765136,0.1,59.0637367651,0.3
79.25,8.27129198824,0.146467196271,1000,932.702380775,0.827129198824,0.1,59.0263272369,0.3
79.5,8.1011264876,0.143364931717,1000,932.909163075,0.81011264876,0.1,58.9897104379,0.3
79.75,7.93443955834,0.140329773581,1000,933.111691237,0.793443955834,0.1,58.9538692049,0.3
80,7.77116101278,0.13736021358,1000,933.310052226,0.777116101278,0.1,58.9187867615,0.3
80.25,7.61122204085,0.134454779595,1000,933.504331251,0.761122204085,0.1,58.8844467081,0.3
80.5,7.45455518473,0.131612034709,1000,933.694611802,0.745455518473,0.1,58.8508330132,0.3
80.75,7.30109431379,0.128830576292,1000,933.880975682,0.730109431379,0.1,58.8179300046,0.3
81,7.15077460002,0.12610903509,1000,934.063503039,0.715077460002,0.1,58.7857223605,0.3
81.25,7.00353249379,0.123446074362,1000,934.242272404,0.700353249379,0.1,58.7541951017,0.3
81.5,6.85930570004,0.120840389032,1000,934.417360717,0.685930570004,0.1,58.7233335831,0.3
81.75,6.71803315479,0.118290704861,1000,934.588843359,0.671803315479,0.1,58.6931234859,0.3
82,6.57965500214,0.115795777658,1000,934.756794188,0.657965500214,0.1,58.6635508097,0.3
82.25,6.4441125715,0.113354392501,1000,934.921285563,0.64441125715,0.1,58.6346018652,0.3
82.5,6.31134835534,0.110965362985,1000,935.082388378,0.631134835534,0.1,58.6062632671,0.3
82.75,6.1813059872,0.108627530491,1000,935.240172086,0.61813059872,0.1,58.5785219264,0.3
83,6.05393022014,0.106339763481,1000,935.394704736,0.605393022014,0.1,58.5513650437,0.3
83.25,5.92916690551,0.104100956801,1000,935.546052992,0.592916690551,0.1,58.5247801029,0.3
83.5,5.80696297207,0.101910031022,1000,935.694282164,0.580696297207,0.1,58.4987548637,0.3
83.75,5.68726640553,0.0997659317782,1000,935.839456239,0.568726640553,0.1,58.4732773559,0.3
84,5.57002622833,0.0976676291445,1000,935.981637899,0.557002622833,0.1,58.448335873,0.3
84.25,5.45519247991,0.0956141170166,1000,936.120888554,0.545519247991,0.1,58.4239189657,0.3
84.5,5.34271619717,0.0936044125161,1000,936.257268366,0.534271619717,0.1,58.4000154364,0.3
84.75,5.23254939537,0.09163755541,1000,936.390836271,0.523254939537,0.1,58.3766143333,0.3
85,5.12464504934,0.0897126075462,1000,936.521650006,0.512464504934,0.1,58.3537049445,0.3
85.25,5.01895707499,0.0878286523054,1000,936.649766132,0.501895707499,0.1,58.3312767926,0.3
85.5,4.91544031119,0.0859847940675,1000,936.775240059,0.491544031119,0.1,58.3093196295,0.3
85.75,4.81405050193,0.0841801576932,1000,936.898126067,0.481405050193,0.1,58.287823431,0.3
86,4.7147442788,0.0824138880197,1000,937.01847733,0.47147442788,0.1,58.2667783916,0.3
86.25,4.61747914384,0.0806851493698,1000,937.136345937,0.461747914384,0.1,58.2461749195,0.3
86.5,4.52221345258,0.0789931250747,1000,937.251782915,0.452221345258,0.1,58.2260036322,0.3
86.75,4.42890639754,0.0773370170101,1000,937.364838252,0.442890639754,0.1,58.2062553509,0.3
87,4.33751799185,0.0757160451442,1000,937.475560911,0.433751799185,0.1,58.1869210967,0.3
87.25,4.24800905334,0.074129447098,1000,937.583998861,0.424800905334,0.1,58.1679920854,0.3
87.5,4.16034118878,0.0725764777181,1000,937.690199088,0.416034118878,0.1,58.1494597236,0.3
87.75,4.07447677849,0.0710564086598,1000,937.794207617,0.407447677849,0.1,58.1313156042,0.3
88,3.9903789612,0.0695685279822,1000,937.896069537,0.39903789612,0.1,58.113551502,0.3
88.25,3.90801161916,0.068112139754,1000,937.995829011,0.390801161916,0.1,58.09615937,0.3
88.5,3.82733936362,0.0666865636691,1000,938.093529301,0.382733936362,0.1,58.0791313351,0.3
88.75,3.74832752045,0.065291134673,1000,938.189212785,0.374832752045,0.1,58.0624596942,0.3
89,3.6709421161,0.0639252025986,1000,938.282920973,0.36709421161,0.1,58.0461369105,0.3
89.25,3.59514986385,0.062588131812,1000,938.374694526,0.359514986385,0.1,58.0301556099,0.3
89.5,3.52091815021,0.0612793008672,1000,938.464573273,0.352091815021,0.1,58.0145085769,0.3
89.75,3.44821502167,0.0599981021695,1000,938.552596227,0.344821502167,0.1,57.9991887517,0.3
90,3.37700917167,0.0587439416486,1000,938.638801602,0.337700917167,0.1,57.9841892261,0.3
90.25,3.30726992779,0.0575162384391,1000,938.723226831,0.330726992779,0.1,57.9695032407,0.3
90.5,3.23896723921,0.05631442457,1000,938.80590858,0.323896723921,0.1,57.9551241811,0.3
90.75,3.17207166437,0.0551379446617,1000,938.886882761,0.317207166437,0.1,57.941045575,0.3
91,3.10655435892,0.0539862556308,1000,938.966184552,0.310655435892,0.1,57.9272610888,0.3
91.25,3.04238706386,0.052858826403,1000,939.043848411,0.304238706386,0.1,57.9137645249,0.3
91.5,2.97954209386,0.0517551376324,1000,939.119908088,0.297954209386,0.1,57.9005498183,0.3
91.75,2.91799232592,0.0506746814289,1000,939.19439664,0.291799232592,0.1,57.8876110339,0.3
92,2.85771118813,0.0496169610915,1000,939.267346448,0.285771118813,0.1,57.8749423635,0.3
92.25,2.7986726487,0.048581490849,1000,939.338789228,0.27986726487,0.1,57.8625381233,0.3
92.5,2.7408512052,0.0475677956075,1000,939.408756044,0.27408512052,0.1,57.8503927506,0.3
92.75,2.68422187397,0.0465754107028,1000,939.477277324,0.268422187397,0.1,57.8385008017,0.3
93,2.6287601798,0.0456038816611,1000,939.544382871,0.26287601798,0.1,57.826856949,0.3
93.25,2.57444214572,0.0446527639635,1000,939.610101876,0.257444214572,0.1,57.8154559786,0.3
93.5,2.52124428306,0.0437216228182,1000,939.674462929,0.252124428306,0.1,57.8042927876,0.3
93.75,2.46914358169,0.0428100329369,1000,939.737494036,0.246914358169,0.1,57.7933623819,0.3
94,2.41811750038,0.0419175783178,1000,939.799222626,0.241811750038,0.1,57.7826598736,0.3
94.25,2.36814395745,0.0410438520331,1000,939.859675563,0.236814395745,0.1,57.7721804791,0.3
94.5,2.31920132153,0.0401884560227,1000,939.918879162,0.231920132153,0.1,57.761919516,0.3
94.75,2.27126840249,0.0393510008915,1000,939.976859195,0.227126840249,0.1,57.751872402,0.3
95,2.22432444265,0.0385311057134,1000,940.033640906,0.222432444265,0.1,57.7420346518,0.3
95.25,2.17834910802,0.0377283978387,1000,940.089249017,0.217834910802,0.1,57.7324018754,0.3
95.5,2.13332247978,0.0369425127067,1000,940.143707744,0.213332247978,0.1,57.7229697759,0.3
95.75,2.08922504596,0.0361730936632,1000,940.197040806,0.208922504596,0.1,57.7137341478,0.3
96,2.04603769322,0.0354197917814,1000,940.249271432,0.204603769322,0.1,57.7046908743,0.3
96.25,2.00374169884,0.0346822656885,1000,940.300422375,0.200374169884,0.1,57.6958359264,0.3
96.5,1.96231872279,0.0339601813952,1000,940.350515917,0.196231872279,0.1,57.68716536,0.3
96.75,1.92175080007,0.0332532121299,1000,940.399573885,0.192175080007,0.1,57.6786753146,0.3
97,1.8820203331,0.0325610381769,1000,940.447617655,0.18820203331,0.1,57.6703620116,0.3
97.25,1.84311008432,0.0318833467186,1000,940.494668164,0.184311008432,0.1,57.662221752,0.3
97.5,1.80500316889,0.0312198316806,1000,940.540745916,0.180500316889,0.1,57.6542509154,0.3
97.75,1.76768304759,0.0305701935818,1000,940.585870995,0.176768304759,0.1,57.6464459574,0.3
98,1.73113351979,0.0299341393866,1000,940.630063071,0.173113351979,0.1,57.6388034091,0.3
98.25,1.69533871664,0.0293113823622,1000,940.673341409,0.169533871664,0.1,57.6313198742,0.3
98.5,1.66028309432,0.0287016419377,1000,940.715724877,0.166028309432,0.1,57.6239920286,0.3
98.75,1.62595142745,0.0281046435675,1000,940.757231954,0.162595142745,0.1,57.6168166181,0.3
99,1.59232880265,0.0275201185979,1000,940.79788074,0.159232880265,0.1,57.6097904572,0.3
99.25,1.55940061223,0.0269478041362,1000,940.83768896,0.155940061223,0.1,57.6029104276,0.3
99.5,1.52715254796,0.0263874429233,1000,940.876673975,0.152715254796,0.1,57.5961734766,0.3
99.75,1.49557059499,0.0258387832094,1000,940.914852789,0.149557059499,0.1,57.5895766158,0.3
100,1.46464102592,0.0253015786325,1000,940.952242054,0.146464102592,0.1,57.58311692,0.3
